-2.9143,-1.7764e-15
-2.6278,-0.55695
-2.34,-1.059
-2.0508,-1.5053
-1.7605,-1.8948
-1.4691,-2.2267
-1.1768,-2.5004
-0.8836,-2.715
-0.58966,-2.8702
-0.29509,-2.9653
0,-3
0.29551,-2.974
0.59132,-2.8871
0.88734,-2.7391
1.1835,-2.5301
1.4796,-2.26
1.7757,-1.9289
2.0716,-1.537
2.3672,-1.0846
2.6624,-0.57209
2.9571,-8.8818e-16
