-2.9205,0.15
-2.6303,0.11795
-2.3388,0.08575
-2.0504,0.053905
-1.7624,0.022096
-1.4706,-0.010136
-1.178,-0.042458
-0.88443,-0.07488
-0.59007,-0.10739
-0.29497,-0.13998
0,-0.17256
0.2962,-0.20528
0.59264,-0.23802
0.88924,-0.27078
1.1854,-0.30349
1.48,-0.33603
1.7805,-0.36921
2.0746,-0.4017
2.3725,-0.4346
2.6644,-0.46685
2.9646,-0.5
