-2.9143,-0.16957
-2.6278,0.2338
-2.34,0.30086
-2.0508,0.12854
-1.7605,-0.19662
-1.4691,-0.59897
-1.1768,-1.0142
-0.8836,-1.3896
-0.58966,-1.6844
-0.29509,-1.8699
0,-1.9295
0.29551,-1.8584
0.59132,-1.6638
0.88734,-1.3645
1.1835,-0.99039
1.4796,-0.58232
1.7757,-0.19138
2.0716,0.1215
2.3672,0.28619
2.6624,0.22411
2.9571,-0.15099
